Variant SKU,Variant Title,Product Title,Product Handle,Product Collection Id,Product Type Id,Product Tag 1,Variant Price EUR,Product Tag 3,Product Tag 2,Product Weight,Product Status,Product Discountable,Variant Manage Inventory,Variant Allow Backorder,Product Thumbnail
3666778012637,Default,MAIS GLASS GEM,mais-glass-gem,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778002652,Default,"TOMATE-CERISE ""PURPLE BUMBLEBEE""",tomate-cerise-purple-bumblebee,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778002829,Default,TOMATE GREEN ZEBRA,tomate-green-zebra,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,7,G4,30,published,TRUE,TRUE,FALSE,
3666778002898,Default,"TOMATE ""CHARLIE GREEN""",tomate-charlie-green,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778002904,Default,"TOMATE ""ABSINTHE""",tomate-absinthe,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,3,published,TRUE,TRUE,FALSE,
3666778002911,Default,"TOMATE ""SUPER COLOSSE""",tomate-super-colosse,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778002928,Default,"TOMATE ""RUSSIAN GIANT""",tomate-russian-giant,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778013122,Default,LAITUE BLONDE MARAICHERE,laitue-blonde-maraichere,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778003147,Default,TOMATE MARMANDE,tomate-marmande,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778003161,Default,"TOMATE ""KOTLAS""",tomate-kotlas,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778003376,Default,TOMATE ZAKOPANE,tomate-zakopane,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778003666,Default,"TOMATE ""HANDY LADY""",tomate-handy-lady,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778003703,Default,TOMATE DES ANDES,tomate-des-andes,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778003710,Default,"TOMATE ""COSTOLUTO FIORENTINO""",tomate-costoluto-fiorentino,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778014099,Default,LAITUE FEUILLE DE CHENE BLONDE,laitue-feuille-de-chene-blonde,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778004120,Default,"TOMATE ""CANABEC ROSE""",tomate-canabec-rose,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778004182,Default,TOMATE ROSE DE BERNE,tomate-rose-de-berne,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778024296,Default,"TOMATE-CERISE ""MATT'S BLACK""",tomate-cerise-matt-s-black,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778014518,Default,TOURNESOL ENGRAIS VERTS,tournesol-engrais-verts,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,60,published,TRUE,TRUE,FALSE,
3666778004700,Default,"TOMATE ""CHEROKEE CHOCOLATE""",tomate-cherokee-chocolate,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778004717,Default,"TOMATE ""CHARBONNEUSE""",tomate-charbonneuse,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778004830,Default,"TOMATE ""BLACK ETHIOPIAN""",tomate-black-ethiopian,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778004861,Default,"TOMATE ""YELLOW BRANDYWINE""",tomate-yellow-brandywine,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778005004,Default,"TOMATE ""BANANA LEGS""",tomate-banana-legs,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778015812,Default,COURGETTE VERTE DE MILAN BLACK BEAUTY,courgette-verte-de-milan-black-beauty,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778015874,Default,COURGETTE RONDE DE NICE,courgette-ronde-de-nice,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778026054,Default,"TOMATE ""ACE""",tomate-ace,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778026689,Default,"TOMATE ""GERMAN RED STRAWBERRY""",tomate-german-red-strawberry,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778027068,Default,TOMATE-CERISE CHERRY DELIGHT,tomate-cerise-cherry-delight,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778027105,Default,"TOMATE ""MATINA""",tomate-matina,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778027129,Default,"TOMATE ""TROPHY""",tomate-trophy,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778017274,Default,COSMOS SENSATION,cosmos-sensation,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,1,G4,30,published,TRUE,TRUE,FALSE,
3666778017540,Default,CORIANDRE CULTIVEE,coriandre-cultivee,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778007565,Default,ROQUETTE CULTIVEE,roquette-cultivee,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778018103,Default,CONCOMBRE BUISSONNANT BUSHY,concombre-buissonnant-bushy,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778028393,Default,"TOMATE ""LIVINGSTON'S MAGNUS""",tomate-livingston-s-magnus,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778008913,Default,PIMENT FORT D'ESPELETTE GORRIA,piment-fort-d-espelette-gorria,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778009286,Default,POIVRON CHARLESTON BELLE,poivron-charleston-belle,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778009378,Default,"POIVRON ""TOPEPO ROSSO""",poivron-topepo-rosso,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778019490,Default,CAROTTE BERLICUM,carotte-berlicum,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778019513,Default,CAROTTE DOLCIVA NANTAISE AMELIOREE,carotte-dolciva-nantaise-amelioree,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,1,G4,30,published,TRUE,TRUE,FALSE,
3666778009552,Default,POIVRON CORNO DI TORO ROUGE,poivron-corno-di-toro-rouge,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,6,G4,30,published,TRUE,TRUE,FALSE,
3666778009682,Default,POIVRONS KEVIN'S EARLY ORANGE,poivrons-kevin-s-early-orange,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778019735,Default,BOURRACHE A FLEURS BLEUES,bourrache-a-fleurs-bleues,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778019742,Default,BOURRACHE A FLEURS BLANCHES,bourrache-a-fleurs-blanches,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778019964,Default,BETTERAVE 3 ROOT GREX,betterave-3-root-grex,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778019995,Default,BELLE DE NUIT MARBLES EN LELANGE,belle-de-nuit-marbles-en-lelange,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778019681,Default,CAPUCINE NAINE EMPRESS OF INDIA,capucine-naine-empress-of-india,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778017953,Default,CONCOMBRE MARKETMORE 76,concombre-marketmore-76,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778016758,Default,COURGE POTIMARRON SOLOR,courge-potimarron-solor,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778015881,Default,COURGETTE RHEINAU GOLD,courgette-rheinau-gold,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,2,G4,30,published,TRUE,TRUE,FALSE,
3666778027389,Default,COURGE DORAN ROUND,courge-doran-round,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778015850,Default,COURGETTE SELECTION SATIVA,courgette-selection-sativa,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778029130,Default,POTIMARRON UCHIKI KURI,potimarron-uchiki-kuri,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778019483,Default,CAROTTE DE CARENTAN,carotte-de-carentan,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778019568,Default,CAROTTE JAUNE DU DOUBS,carotte-jaune-du-doubs,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778023657,Default,CAROTTE ROUGE ET ORANGE DEMI L,carotte-rouge-et-orange-demi-l,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,1,G4,3,published,TRUE,TRUE,FALSE,
3666778018080,Default,COCOMBRE DEKHA,cocombre-dekha,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778018172,Default,CONCOMBRE AMBROSITA,concombre-ambrosita,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778023831,Default,COURGE BURPEE BUTTERBUSH,courge-burpee-butterbush,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,5,G4,30,published,TRUE,TRUE,FALSE,
3666778015997,Default,COURGETTE COCOZELLE,courgette-cocozelle,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,3,G4,30,published,TRUE,TRUE,FALSE,
3666778016055,Default,COURGETTE BLANCHE D'EGYPTE,courgette-blanche-d-egypte,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778009101,Default,POIVRON CUBANELLE,poivron-cubanelle,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
2001001010423,Default,"TOMATE BLANCHE ""CREAM SAUSAGE""",tomate-blanche-cream-sausage,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3666778002379,Default,TOMATE CERISE YELLOW CENTIFLOR,tomate-cerise-yellow-centiflor,JARDIN,GRAINES POTAGERES,KOKOPELLI,2.65,4,G4,30,published,TRUE,TRUE,FALSE,
3700473312637,Default,ANGLE DE MAINTIEN 25 X 25 H60,angle-de-maintien-25-x-25-h60,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,3.10,5,B3,165,published,TRUE,TRUE,FALSE,
3600075904011,Default,COLLIER INOX 8 MM 14-24,collier-inox-8-mm-14-24,BRICOLAGE,QUINCAILLERIE,BRICODEAL,3.10,4,G9,25,published,TRUE,TRUE,FALSE,
3274590083713,Default,TARG BOX PENE RD AC NR 80,targ-box-pene-rd-ac-nr-80,BRICOLAGE,QUINCAILLERIE,NORAIL,3.10,4,G8,70,published,TRUE,TRUE,FALSE,
3039660990410,Default,COUVERCLE T.O D 82 MM DECORE POUR CONFITURIER - SACHET 6 - LE PARFAIT,couvercle-t-o-d-82-mm-decore-pour-confiturier-sachet-6-le-parfait,CONSERVERIE,COUVERCLES,CDP 2021,3.10,1,D4,85,published,TRUE,TRUE,FALSE,
3274590212823,Default,BUTEE PLINT 28 78 HETVER BL1,butee-plint-28-78-hetver-bl1,BRICOLAGE,QUINCAILLERIE,NORAIL,3.15,5,G8,40,published,TRUE,TRUE,FALSE,
3154550051351,Default,MAILLON A VISSER GALVA D10 BL1,maillon-a-visser-galva-d10-bl1,BRICOLAGE,QUINCAILLERIE,NORAIL 2020,3.15,3,G7,150,published,TRUE,TRUE,FALSE,
3087916479110,Default,MINI RLX POLY,mini-rlx-poly,BRICOLAGE,OUTILS,DOD,3.20,1,G7,110,published,TRUE,TRUE,FALSE,
3600075925016,Default,COLLIER INOX 8MM 10/16 BL 2,collier-inox-8mm-10-16-bl-2,BRICOLAGE,QUINCAILLERIE,BRICODEAL,3.20,4,G9,25,published,TRUE,TRUE,FALSE,
3039660991851,Default,COUVERCLES FW D 82 SACHET 6 - LE PARFAIT,couvercles-fw-d-82-sachet-6-le-parfait,CONSERVERIE,COUVERCLES,CDP 2021,3.20,2,D4,130,published,TRUE,TRUE,FALSE,
3580798751768,Default,PLATEAU JARDINIERE EVOLUTION  50 STONE,plateau-jardiniere-evolution-50-stone,JARDIN,POTERIE PLASTIQUE,LEDUC LUBOT,3.20,5,A4,150,published,TRUE,TRUE,FALSE,
2001001010874,Default,SEMENCE 3,semence-3,POTAGER,GRAINES POTAGERES,CATROS GERAND,2.85,66,F2,10,published,TRUE,TRUE,FALSE,
3274590231022,Default,CROC CONTREV AC ZG 100X4 X2,croc-contrev-ac-zg-100x4-x2,BRICOLAGE,QUINCAILLERIE,NORAIL,3.25,10,G7,45,published,TRUE,TRUE,FALSE,
8717729112557,Default,ADAPTATEUR TUYAU 2 VOIES,adaptateur-tuyau-2-voies,JARDIN,ARROSAGE,ZENTRADA,3.25,23,H1,70,published,TRUE,TRUE,FALSE,
3700206403397,Default,SAC A JAMBON ETAMINE COTON ECRU 65 X 80 CM - LE PRATIQUE,sac-a-jambon-etamine-coton-ecru-65-x-80-cm-le-pratique,CONSERVERIE,ACCESSOIRES,CDP 2021,3.35,8,E2,60,published,TRUE,TRUE,FALSE,
3549900025487,Default,PLUVIOMETRE AVEC PIC,pluviometre-avec-pic,JARDIN,ACCESSOIRES,LEDUC LUBOT JANNY,3.35,16,A7,80,published,TRUE,TRUE,FALSE,
3167899031168,Default,PLATEAU JAR ROMEO TAUPE 40CM,plateau-jar-romeo-taupe-40cm,JARDIN,POTERIE PLASTIQUE,BRICODEAL,3.35,2,A4,100,published,TRUE,TRUE,FALSE,
3154550051320,Default,MAILLON A VISSER GALVA D 6 BL 2,maillon-a-visser-galva-d-6-bl-2,BRICOLAGE,QUINCAILLERIE,NORAIL 2020,3.39,4,G7,75,published,TRUE,TRUE,FALSE,
3274590083683,Default,TARG CLASS AC NK 35,targ-class-ac-nk-35,BRICOLAGE,QUINCAILLERIE,NORAIL,3.39,4,G7,60,published,TRUE,TRUE,FALSE,
3353090015421,Default,GANTS T7 NIRINE VIOLET,gants-t7-nirine-violet,JARDIN,GANTS ET PROTECTION,ROSTAING,3.39,1,A3,70,published,TRUE,TRUE,FALSE,
3261230504264,Default,CLIPS LOT DE 10,clips-lot-de-10,JARDIN,ACCESSOIRES,LEDUC LUBOT JANNY,3.40,15,H3,100,published,TRUE,TRUE,FALSE,
3600075904035,Default,COLLIER INOX 8MM 24/36,collier-inox-8mm-24-36,BRICOLAGE,QUINCAILLERIE,BRICODEAL,3.45,4,G9,30,published,TRUE,TRUE,FALSE,
8717729112632,Default,JEU DE CONNECTEURS 5 PCES,jeu-de-connecteurs-5-pces,JARDIN,ARROSAGE,ZENTRADA,3.45,11,H1,140,published,TRUE,TRUE,FALSE,
3580797135774,Default,SOUCOUPE RONDE 35 GRIS,soucoupe-ronde-35-gris,JARDIN,POTERIE PLASTIQUE,LEDUC LUBOT,3.45,14,A4,150,published,TRUE,TRUE,FALSE,
3549900030979,Default,THERMOMETRE PLASTIQUE 14 CM,thermometre-plastique-14-cm,JARDIN,ACCESSOIRES,LEDUC LUBOT JANNY,3.58,12,A5,30,published,TRUE,TRUE,FALSE,
3154551531241,Default,VIS TER INOX A2 5X60 BOX200,vis-ter-inox-a2-5x60-box200,BRICOLAGE,VISSERIE,NORAIL,24.65,1,A2,1350,published,TRUE,TRUE,FALSE,
2111113059057,Default,THERMOPEINT BIDON 1L,thermopeint-bidon-1l,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,25.35,2,A3,1100,published,TRUE,TRUE,FALSE,
3700473313146,Default,PEINTURE RUCHE POURPRE 1L,peinture-ruche-pourpre-1l,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,25.50,2,B2,1200,published,TRUE,TRUE,FALSE,
3700473313184,Default,PEINTURE RUCHE VERT,peinture-ruche-vert,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,25.50,2,B2,1200,published,TRUE,TRUE,FALSE,
3700473313207,Default,PEINTURE RUCHE BLEU 1L,peinture-ruche-bleu-1l,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,25.50,2,B2,1200,published,TRUE,TRUE,FALSE,
3700473313221,Default,PEINTURE RUCHE VIOLET 1L,peinture-ruche-violet-1l,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,25.50,2,B2,1200,published,TRUE,TRUE,FALSE,
3700473313245,Default,PEINTURE RUCHE ANIS 1L,peinture-ruche-anis-1l,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,25.50,1,B2,1200,published,TRUE,TRUE,FALSE,
3700473397405,Default,10 FEUILLES DE CIRE GAUFREE PR,10-feuilles-de-cire-gaufree-pr,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,26.95,6,B4,1200,published,TRUE,TRUE,FALSE,
3700473397429,Default,20 FEUILLES DE CIRE 130 X410,20-feuilles-de-cire-130-x410,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,26.95,10,B4,1200,published,TRUE,TRUE,FALSE,
3154551549437,Default,STARB TX INOX A2 5X40 BCBV 200,starb-tx-inox-a2-5x40-bcbv-200,BRICOLAGE,VISSERIE,NORAIL 2020,28.09,6,A2,900,published,TRUE,TRUE,FALSE,
3154551549482,Default,STARB TX INOX A2 6X60 BCBV 100,starb-tx-inox-a2-6x60-bcbv-100,BRICOLAGE,VISSERIE,NORAIL 2020,28.15,2,A2,850,published,TRUE,TRUE,FALSE,
8414685101433,Default,PULV. BERRY 5,pulv-berry-5,JARDIN,PULVERISATEURS,MATABI 2020,28.99,3,B6,1600,published,TRUE,TRUE,FALSE,
3354122030016,Default,GAZON RUSTIQUE ENRICHI 3KG,gazon-rustique-enrichi-3kg,JARDIN,GAZON,CATROS GERAND,28.35,2,C4,3200,published,TRUE,TRUE,FALSE,
3473831950344,Default,CERAMIQUE VESTE BICOLORE AUTHENTIC GRIS NUIT/NOIR T4,ceramique-veste-bicolore-authentic-gris-nuit-noir-t4,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,31.95,1,F5,800,published,TRUE,TRUE,FALSE,
3473831950351,Default,VESTE CERAMIQUE RESINE T5,veste-ceramique-resine-t5,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,31.95,1,F5,800,published,TRUE,TRUE,FALSE,
3473831875708,Default,VESTE PLUIE ORAGE,veste-pluie-orage,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,32.25,1,F3,1300,published,TRUE,TRUE,FALSE,
3473832017855,Default,ORAGE VESTE DE PLUIE MARINE T6,orage-veste-de-pluie-marine-t6,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,32.25,2,F3,1400,published,TRUE,TRUE,FALSE,
3473831895959,Default,SABLE BODYWARMER BICOLORE AUTHENTIC GRIS NUIT/NOIR T3,sable-bodywarmer-bicolore-authentic-gris-nuit-noir-t3,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,32.65,1,F5,1100,published,TRUE,TRUE,FALSE,
3473832314183,Default,RESINE VESTE BICOLORE AUTHENTIC TAUPE/NOIR T4,resine-veste-bicolore-authentic-taupe-noir-t4,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,32.65,1,F5,900,published,TRUE,TRUE,FALSE,
3473832314190,Default,RESINE VESTE BICOLORE AUTHENTIC TAUPE/NOIR T5,resine-veste-bicolore-authentic-taupe-noir-t5,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,32.95,1,F5,900,published,TRUE,TRUE,FALSE,
3473832404051,Default,RACINE BODYWARMER BICOLORE AUTHENTIC TAUPE/NOIR T3,racine-bodywarmer-bicolore-authentic-taupe-noir-t3,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,34.00,2,F4,1000,published,TRUE,TRUE,FALSE,
3473832404068,Default,RACINE BODYWARMER BICOLORE AUTHENTIC TAUPE/NOIR T4,racine-bodywarmer-bicolore-authentic-taupe-noir-t4,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,34.00,2,F4,1000,published,TRUE,TRUE,FALSE,
3473832404075,Default,RACINE BODYWARMER BICOLORE AUTHENTIC TAUPE/NOIR T5,racine-bodywarmer-bicolore-authentic-taupe-noir-t5,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,34.00,2,F4,1000,published,TRUE,TRUE,FALSE,
3473831895997,Default,SABLE BODYWARMER BICOLORE AUTHENTIC GRIS NUIT/NOIR T7,sable-bodywarmer-bicolore-authentic-gris-nuit-noir-t7,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,35.45,1,F3,1100,published,TRUE,TRUE,FALSE,
3473831950375,Default,CERAMIQUE VESTE BICOLORE AUTHENTIC GRIS NUIT/NOIR T7,ceramique-veste-bicolore-authentic-gris-nuit-noir-t7,TEXTILE,VETEMENTS DE TRAVAIL,LMA LEBEURRE2021,35.79,1,F5,800,published,TRUE,TRUE,FALSE,
3087911476305,Default,PINCEAU RECHAMBI-MAT LASURE N3/0,pinceau-rechambi-mat-lasure-n3-0,BRICOLAGE,OUTILS,DOD,3.65,1,G7,40,published,TRUE,TRUE,FALSE,
2001001010065,Default,LAISSE VERTE 180,laisse-verte-180,ANIMALERIE,LAISSE,DIVERS,3.75,6,G0,100,published,TRUE,TRUE,FALSE,
3252446657226,Default,MASQUE PURAIR,masque-purair,BRICOLAGE,ACCESSOIRES,DIVERS,3.75,1,G6,60,published,TRUE,TRUE,FALSE,
3261230104969,Default,AGRAFES METALE PAR 20,agrafes-metale-par-20,JARDIN,ACCESSOIRES,LEDUC LUBOT JANNY,3.75,24,A5,500,published,TRUE,TRUE,FALSE,
3580798761774,Default,PLATEAU EVOLUTION 60 CM STONE,plateau-evolution-60-cm-stone,JARDIN,POTERIE PLASTIQUE,LEDUC LUBOT,3.75,5,A4,175,published,TRUE,TRUE,FALSE,
3353090089675,Default,GANTS T6 GARDEN NUDE,gants-t6-garden-nude,JARDIN,GANTS ET PROTECTION,ROSTAING,3.80,2,A3,150,published,TRUE,TRUE,FALSE,
3353090089682,Default,GANTS T7 GARDEN NUDE,gants-t7-garden-nude,JARDIN,GANTS ET PROTECTION,ROSTAING,3.80,3,A3,150,published,TRUE,TRUE,FALSE,
3353090089699,Default,GANTS T8 GARDEN NUDE,gants-t8-garden-nude,JARDIN,GANTS ET PROTECTION,ROSTAING,3.80,1,A3,150,published,TRUE,TRUE,FALSE,
3353090089644,Default,GANTS T9 GARDEN TRVX PRECIS LOOKE,gants-t9-garden-trvx-precis-looke,JARDIN,GANTS ET PROTECTION,ROSTAING,3.80,3,A4,80,published,TRUE,TRUE,FALSE,
3353090089651,Default,GANTS T10 GARDEN TRVX PRECIS LOOKE,gants-t10-garden-trvx-precis-looke,JARDIN,GANTS ET PROTECTION,ROSTAING,3.80,4,A4,80,published,TRUE,TRUE,FALSE,
3353090089668,Default,GANTS T11 GARDEN TRVX PRECIS LOOKE,gants-t11-garden-trvx-precis-looke,JARDIN,GANTS ET PROTECTION,ROSTAING,3.80,2,A4,100,published,TRUE,TRUE,FALSE,
2001001010881,Default,SEMENCE 4,semence-4,POTAGER,GRAINES POTAGERES,CATROS GERAND,3.35,33,F2,65,published,TRUE,TRUE,FALSE,
3700473392769,Default,NOURRISSEUR ROND 1L 200 MM,nourrisseur-rond-1l-200-mm,APICULTURE,ACCESSOIRES,LA JOCONDIENNE,3.90,5,A2,175,published,TRUE,TRUE,FALSE,
3087914504500,Default,PINCEAU PLAT BI-MAT LASURE T50,pinceau-plat-bi-mat-lasure-t50,BRICOLAGE,OUTILS,DOD,3.90,2,G7,70,published,TRUE,TRUE,FALSE,
3274590216234,Default,VERROU AUTO AC ZG B30,verrou-auto-ac-zg-b30,BRICOLAGE,QUINCAILLERIE,NORAIL,3.90,5,G7,95,published,TRUE,TRUE,FALSE,
3274590330428,Default,"CROC TABL AL 28L8, 0 BL10",croc-tabl-al-28l8-0-bl10,BRICOLAGE,QUINCAILLERIE,NORAIL,3.90,5,G7,30,published,TRUE,TRUE,FALSE,
8717344991131,Default,SECATEUR FLEUR DROIT,secateur-fleur-droit,JARDIN,ACCESSOIRES,ZENTRADA,3.90,10,D3,150,published,TRUE,TRUE,FALSE,
3353090099896,Default,GANTS T6 MULTI USAGE MIXT GRIP VERT,gants-t6-multi-usage-mixt-grip-vert,JARDIN,GANTS ET PROTECTION,ROSTAING,3.90,3,A3,100,published,TRUE,TRUE,FALSE,
3353090073193,Default,GANTS T9-10 TOUCH TRVX ABRAS. LEASH,gants-t9-10-touch-trvx-abras-leash,JARDIN,GANTS ET PROTECTION,ROSTAING,3.90,4,A4,100,published,TRUE,TRUE,FALSE,
3443440800316,Default,CHAPEAU PIED DE POTEAU 9X9,chapeau-pied-de-poteau-9x9,BRICOLAGE,QUINCAILLERIE,BURGER 2021,3.94,22,D3,135,published,TRUE,TRUE,FALSE,
3274590215084,Default,FERMOIR CADENAS 85 AC ZG,fermoir-cadenas-85-ac-zg,BRICOLAGE,QUINCAILLERIE,NORAIL,3.95,3,G7,70,published,TRUE,TRUE,FALSE,
3359192001362,Default,TUYAU D38 MM 1.5M,tuyau-d38-mm-1-5m,PISCINE,ACCESSOIRES,BRICODEAL,4.00,24,EXT,5000,published,TRUE,TRUE,FALSE,
